City,State,Church,Pastor,Stat Year,Comm,Non Comm,Prof Child,Prof Adult,Trans Letter,Reaffirmation,Restored,Death,Trans,Removed From Roll,Discipline,Adult Bapt,Infant Bapt,Ruling Elders,Deacons,Family Units,Sunday School Attend,Small Group Attend,Est Morn Attend,Grades Included,Total Enrollment,Tithes & Offerings,Special Causes,Building Fund Offering,Other Contrib,Total Contrib,Other Income,Total Church Income,Administration,Discipleship Min.,Mission to N. America,Mission to the World,Covenant College,Covenant Seminary,Ridge Haven,Reformed University Ministries,PCA Office Building,Other,Presbytery Operation,Christian Education,Home Missions,Internat'l Missions,Other Presbytery Min,Local Ministries,Mercy Ministires,PCA Internat'l Missions,PCA Home Mission,Non-PCA Mission,PCA Schools,Non-PCA Schools,Total Benevolent Disbursements,Current Expenses,Building Fund,Total All Disbursements,Benevol Grand Total,Per Capita Giving
Ballwin,MO,Twin Oaks Presbyterian Church,Russell St. John,2023,436,91,6,19,7,0,0,4,3,3,0,1,4,7,5,0,110,140,447,PKEM,157,1763000,357000,13000,1200,2134200,28000,2162200,3250,2840,5280,192500,4200,3600,0,4800,0,0,3800,0,0,0,0,24850,20800,0,6000,57300,0,3400,332620,1617700,75000,2025320,0.164230837596034,4894.95412844037
St. Louis,MO,Covenant Presbyterian Church,Noah Wiersema,2023,479,0,7,0,0,26,0,7,12,11,0,1,5,17,15,231,0,0,416,PKE,0,1748979,0,0,0,1748979,136105,1885084,3280,2296,33053,80703,5215,5900,1312,25489,0,12100,3250,0,0,0,0,0,59284,72619,14750,34075,72343,0,425669,1347932,0,1773601,0.240002683805433,3651.31315240083
Shippensburg,PA,Hope Reformed Presbyterian Church,Stephen M. Brown,2023,69,7,0,0,5,3,0,2,4,6,0,0,0,2,1,36,35,50,77,No Grades Included Reported,0,258530,15110,0,0,273640,3934,277574,920,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,832,16914,5400,8185,13016,0,0,53067,274690,17626,345383,0.15364682106531,3965.79710144928
Leesburg,VA,Potomac Hills Presbyterian Church,David V. Silvernail Jr.,2023,139,36,11,0,8,2,0,0,5,18,0,1,1,4,5,61,75,50,165,No Grades Included Reported,0,570741,13897,0,610,585248,34539,619787,0,0,0,0,0,0,0,0,0,16296,5356,0,0,0,0,6689,13534,13200,9600,1857,0,3760,70292,462833,0,533125,0.131849003516999,4210.41726618705
Grand Island,NE,Grace Covenant Church,S. Todd Bowen,2023,56,36,0,1,0,7,0,0,2,1,0,0,5,2,4,33,42,15,64,No Grades Included Reported,0,199893,2470,0,0,202363,732,203095,653,333,1235,1140,428,475,190,570,0,0,1714,0,5572,0,0,2589,3054,2400,1200,8312,0,0,29865,152511,0,182376,0.163755099355178,3613.625
Groton,CT,Covenant Presbyterian Church,Rodney Henderson,2023,73,25,0,0,7,1,0,0,3,0,0,0,0,4,4,37,60,5,85,No Grades Included Reported,0,191512,0,0,470,191982,0,191982,200,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,375,0,0,0,0,0,2575,146495,4949,154019,0.0167187165219875,2629.8904109589
Carmel,IN,Christ Community Church,James Josiah Jones,2023,238,80,9,9,3,0,0,1,2,0,0,1,5,9,10,150,75,200,300,No Grades Included Reported,0,805434,132442,17262,0,955138,2272,957410,1900,0,0,0,0,0,0,0,0,3500,16575,0,0,0,0,32176,18000,55400,0,42100,0,15000,184651,725375,4705,914731,0.201863717311428,4013.18487394958
Marissa,IL,Marissa Presbyterian Church,James Calvin Ryan,2023,90,4,0,1,0,2,0,2,1,14,0,1,0,4,0,53,42,0,58,No Grades Included Reported,0,231049,5362,24538,0,260949,4012,264961,800,0,0,21200,0,1100,0,500,0,0,500,0,3300,0,0,1400,1200,0,0,27048,0,0,57048,172355,1564,230967,0.246996324150203,2899.43333333333
Charlotte,NC,StoneBridge Church Community,Soon Pak,2023,722,243,8,3,31,12,2,2,66,25,0,6,3,14,8,328,101,270,424,P,96,2848745,256760,0,0,3105505,0,3105505,5208,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,51850,40000,31590,0,195756,0,12407,344811,2476726,0,2821537,0.122206797217261,4301.25346260388
Clearwater,FL,Christ Community Presbyterian Church,Robert Brubaker,2023,61,6,0,2,2,12,0,0,2,0,0,1,2,2,5,33,20,25,52,No Grades Included Reported,0,261818,0,535,0,262353,25693,288046,100,0,0,16000,0,0,0,3400,0,0,699,0,0,3600,0,0,6889,0,3400,7153,0,0,41241,175768,53276,270285,0.152583384205561,4300.86885245902
St. Augustine,FL,Good News Church,Smiley Sturgis,2023,617,751,41,211,1,27,0,2,1,160,0,8,31,19,0,88,0,292,704,No Grades Included Reported,0,2468085,0,0,104473,2572558,0,2572558,7000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,13000,0,0,0,0,0,26000,2546572,0,2572572,0.0101066170354027,4169.46191247974
Jacksonville,NC,Harvest Presbyterian Church,Jason Petterson,2023,113,32,3,9,10,4,0,0,11,19,0,0,2,3,3,44,63,15,138,No Grades Included Reported,0,366905,0,0,0,366905,0,366905,952,833,3092,17128,2389,1189,476,15701,0,0,3360,0,0,0,0,10170,1500,0,0,0,0,0,56790,203320,104164,364274,0.155899130874012,3246.94690265487
Panama City,FL,Panama City Korean Church,Zadok Hong,2023,48,4,0,1,4,2,0,4,2,0,0,1,0,0,2,46,7,0,40,No Grades Included Reported,0,133469,0,0,3900,137369,0,137369,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,2129,8060,3700,4800,0,0,18989,93885,0,112874,0.168231833726102,2861.85416666667
Nashville,TN,Covenant Presbyterian Church,Charles Altman Scruggs IV,2023,1284,279,38,2,23,62,0,3,10,18,0,9,29,41,29,624,0,0,842,PKE,209,5871835,152745,2102,0,6026682,451919,6478601,106018,0,5400,111333,0,0,0,71084,0,0,53154,0,0,0,0,2400,60106,0,0,285334,100000,46975,841804,4399719,0,5241523,0.160602939260211,4693.67757009346
Lake Mary,FL,River Oaks Presbyterian Church,David Camera,2023,295,48,5,1,4,26,0,0,11,15,0,2,4,5,6,0,85,120,285,No Grades Included Reported,0,803660,31788,0,0,835448,0,835448,0,0,1500,0,0,0,0,3500,0,3000,1000,0,0,0,0,0,18332,14000,0,37073,0,0,78405,604116,146557,829078,0.0945689066649941,2832.02711864407
Sharon,GA,South Liberty Presbyterian Church,No Pastor Reported,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,9,No Grades Included Reported,0,5825,0,0,0,5825,0,5825,0,0,100,0,0,0,0,0,0,0,104,0,0,0,0,200,0,0,0,0,400,0,804,8605,0,9409,0.0854501009671591,1456.25
Sierra Vista,AZ,Sierra Vista United Korean Presbyterian Church,James Sangmok Park,2023,38,0,0,18,0,0,2,2,0,0,0,0,0,1,0,10,0,8,30,No Grades Included Reported,0,23000,12000,0,30000,65000,20000,85000,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,300,0,0,300,1.0,1710.52631578947
Flowood,MS,Lakeland Presbyterian Church,J. Stephen Jussely,2023,433,107,0,0,5,4,0,1,4,0,0,2,10,9,14,179,110,50,241,No Grades Included Reported,0,952037,96134,21310,28422,1097903,1829,1099732,0,0,0,0,0,0,0,0,2400,0,3600,0,0,0,0,9532,7440,27880,3000,53590,0,900,108342,1045620,122770,1276732,0.0848588427328523,2535.5727482679
LaFayette,GA,Highlands Presbyterian Church,Thomas M. May,2023,97,52,0,1,3,0,0,1,2,3,0,1,2,4,4,50,40,68,132,No Grades Included Reported,0,197895,5800,528,0,204223,0,204223,280,280,280,280,280,280,280,280,280,0,1500,0,0,10100,0,5000,5500,0,0,0,1270,0,25890,213000,0,238890,0.108376240110511,2105.39175257732
Clintwood,VA,Bartlick Presbyterian Church,No Pastor Reported,2023,19,0,0,3,0,0,0,0,1,0,0,1,0,2,1,8,6,8,15,No Grades Included Reported,0,18208,0,0,0,18208,15500,33708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17683,15500,33183,0.0,958.315789473684
State College,PA,Oakwood Presbyterian Church,Daniel Scott Kiehl,2023,297,79,7,3,5,18,0,0,14,10,0,2,7,5,6,0,0,0,320,No Grades Included Reported,0,767142,21251,51615,46661,886669,956,887625,4041,1645,7913,35209,2351,2351,941,59912,0,0,4370,0,0,0,0,13981,32809,2507,75600,0,0,0,243630,478272,81220,803122,0.303353662332746,2985.41750841751
Orlando,FL,St. Paul's Presbyterian Church,Justin Borger,2023,457,127,15,1,41,28,0,2,1,0,0,0,0,0,0,0,0,0,0,No Grades Included Reported,0,1772825,498392,0,0,2271217,13270,2284487,3888,0,9386,55500,0,0,0,11000,0,3609,31300,0,41800,0,0,0,99178,10000,18800,102443,0,5100,392004,1806970,0,2198974,0.178266773504371,4969.84026258206
Mount Ulla,NC,Back Creek Presbyterian Church,William Thrailkill,2023,256,0,0,2,3,0,0,2,1,0,0,1,3,8,9,96,59,0,116,No Grades Included Reported,0,466648,80705,59076,13935,620364,0,620364,1833,0,0,0,0,0,0,0,0,0,6250,0,0,0,0,40553,0,0,0,39266,0,0,87902,375074,0,462976,0.189862973458667,2423.296875
Blairsville,GA,Grace Presbyterian Church,Jon Jacobs,2023,213,18,0,12,2,0,0,5,10,0,0,0,5,6,6,123,150,60,203,No Grades Included Reported,0,742936,31770,0,15344,790050,0,790050,900,720,1020,1020,1800,1440,420,420,0,0,4800,0,0,0,6000,11400,33367,43400,1800,37500,0,0,146007,550542,0,696549,0.20961482968176,3709.15492957746
California,MD,Cornerstone Presbyterian Church,J. Walter Nilsson,2023,319,174,3,5,14,8,0,3,3,9,0,4,4,5,2,174,0,0,291,No Grades Included Reported,0,1357746,91616,0,0,1449362,22421,1471783,2624,928,9870,113061,2207,2207,1351,23713,0,0,14136,0,0,0,0,159,89546,2513,15000,80355,0,4142,361812,1067543,65700,1495055,0.242005812495192,4543.45454545455
Mount Airy,MD,Mount Airy Presbyterian Church,Samuel William Hettinger,2023,104,13,0,2,4,2,0,1,5,5,0,0,1,4,5,52,50,50,75,No Grades Included Reported,0,327258,11705,0,0,338963,110,339073,666,291,3103,3244,694,694,424,2974,0,0,2000,0,0,0,0,3300,6233,22600,6158,7000,0,0,59381,300161,0,359542,0.165157339059136,3259.25961538462
Winchester,VA,Eagle Heights Presbyterian Church,Clenton A. Ilderton,2023,183,65,1,0,0,2,0,2,3,11,0,0,4,8,7,76,111,100,191,No Grades Included Reported,0,537681,0,339866,0,877547,23549,901096,1374,1203,5668,37193,1548,1719,687,7333,0,0,9350,0,0,0,0,494,18721,0,0,22592,0,0,107882,379879,79470,567231,0.190190592545189,4795.33879781421
Southwest Ranches,FL,Christ Covenant Church,Brian L. Kelso,2023,130,30,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,90,No Grades Included Reported,0,482254,0,0,0,482254,0,482254,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,24000,20000,0,0,0,0,0,45000,475560,0,520560,0.0864453665283541,3709.64615384615
Dallas,TX,Park Cities Presbyterian Church,Mark Davis,2023,3542,1175,72,2,45,141,0,26,15,356,0,15,80,18,125,1904,625,0,1500,No Grades Included Reported,0,15178007,1143505,134345,0,16455857,3221446,19677303,24564,23664,134176,432639,30420,33804,13524,227336,0,30000,91432,0,504851,0,0,41000,1188600,363953,42986,649876,139840,11298,3983963,13866675,159794,18010432,0.22120307830484,4645.92236024845
Pardeeville,WI,Grace Presbyterian Church,Charles P. Walton,2023,130,25,0,12,0,0,0,3,0,10,0,0,0,7,6,65,40,20,165,No Grades Included Reported,0,300128,20339,15484,0,335951,0,335951,2000,0,0,0,1445,0,0,0,0,0,1500,0,15000,0,0,25000,0,10000,15000,38000,0,0,107945,207951,7000,322896,0.334302685694465,2584.23846153846
Queensbury,NY,Redeemer Reformed Presbyterian Church,Edward W.B. Suffern,2023,42,6,0,2,0,4,0,2,0,0,0,0,1,2,2,28,24,16,48,No Grades Included Reported,0,136017,0,0,0,136017,0,136017,250,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,200,3000,1000,9800,0,0,15450,125726,0,141176,0.109437864792883,3238.5
Harrison City,PA,New Life Presbyterian Church,Matthew R. Fisher,2023,191,22,0,12,13,0,0,1,0,11,0,2,2,6,5,87,55,60,157,No Grades Included Reported,0,496276,0,0,10669,506945,0,506945,0,2000,0,25425,0,0,0,2900,0,0,0,0,0,3600,2000,4932,0,0,0,0,1400,0,42257,293745,26448,362450,0.116587115464202,2654.16230366492
Madison,WI,Lake Trails Presbyterian Church,Rich Verano,2023,62,12,3,0,0,0,0,0,1,4,0,0,0,3,3,34,30,35,55,No Grades Included Reported,0,257370,3816,20214,0,281400,1650,283050,500,0,0,0,0,0,0,3800,0,0,500,0,10200,0,0,0,0,8000,0,11066,0,0,34066,260578,34050,328694,0.103640468034099,4538.70967741936
Winter Haven,FL,Cypress Ridge Presbyterian Church,Rodney Barton,2023,132,28,0,0,0,10,0,2,5,1,0,0,5,3,5,83,40,45,118,No Grades Included Reported,0,411898,0,0,0,411898,52,411950,0,0,0,7500,0,0,0,0,0,0,1500,0,0,0,1400,1000,16951,0,0,3500,0,0,31851,366754,0,398605,0.0799061727775617,3120.43939393939
Richmond,KY,Trinity Church PCA,Curt Gardner,2023,21,3,0,0,0,0,0,0,0,4,0,0,0,2,3,13,15,10,37,No Grades Included Reported,0,95657,0,0,0,95657,0,95657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98091,0,98091,0.0,4555.09523809524
Dublin,OH,Northwest Presbyterian Church,Dave H. Schutter,2023,386,120,0,0,4,14,0,1,3,20,0,4,11,10,5,169,67,194,406,PK,160,1722497,994857,0,0,2717354,826579,3543933,3600,0,0,0,0,0,0,0,0,0,36723,0,0,0,0,141544,16561,72000,10919,10844,0,0,292191,2505429,0,2797620,0.104442704870569,7039.77720207254
McIntosh,FL,Community Presbyterian Church,Zachary B. Seal,2023,32,4,0,0,0,0,0,0,0,4,0,0,0,3,1,0,15,0,26,No Grades Included Reported,0,62766,50000,0,780,113546,3643,117189,0,0,1000,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,5560,123669,0,129229,0.0430243985483135,3548.3125
Delafield,WI,Cornerstone Church,James M. MacGregor,2023,141,40,1,7,3,8,0,0,0,1,0,3,8,4,8,61,0,0,151,No Grades Included Reported,0,570036,0,0,0,570036,4088,574124,0,0,1500,0,0,0,0,0,0,1500,1000,0,30000,0,6375,9180,7708,27940,0,8630,0,0,93833,532823,0,626656,0.14973605933718,4042.8085106383
Alpharetta,GA,Open Door Community Church,No Pastor Reported,2023,39,12,0,0,0,0,0,0,3,2,0,0,2,1,5,17,10,10,30,No Grades Included Reported,0,229212,0,300,38224,267736,3500,271236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990,16250,0,1000,0,0,22240,262898,0,285138,0.0779973205956414,6865.02564102564
Ocala,FL,Good Shepherd Presbyterian Church,Michael Rauls,2023,170,51,0,0,2,0,0,1,0,0,0,0,3,8,4,82,60,90,146,PKEMH,530,499182,0,1200,0,500382,0,500382,0,0,0,3000,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,8500,1.0,2943.42352941176
Mililani,HI,Trinity Church Central Oahu,JC Cunningham,2023,96,16,0,0,0,0,0,0,0,0,0,3,3,5,1,0,101,23,105,No Grades Included Reported,0,502177,0,0,0,502177,80888,583065,0,0,0,0,0,0,0,2000,0,0,8944,0,11374,6000,1828,6600,0,0,0,750,3758,0,41254,368261,92064,501579,0.082248259994936,5231.01041666667
Cullman,AL,Christ Covenant Presbyterian Church,Jason Ellerbee,2023,312,53,0,0,17,3,0,0,0,0,0,0,4,6,13,143,217,239,225,No Grades Included Reported,0,836314,0,0,30224,866538,0,866538,1250,0,0,0,0,0,0,0,0,0,2400,0,360,0,0,11340,567,13005,1200,36365,2640,6975,76102,390567,167416,634085,0.120018609492418,2777.36538461538
Fort Worth,TX,Fort Worth Presbyterian Church,Brandon Eggar,2023,480,86,9,4,11,40,0,0,5,2,0,2,2,6,9,208,100,70,350,No Grades Included Reported,0,1396735,75030,0,0,1471765,15635,1487400,4550,3038,11284,13020,3906,4340,1736,7812,0,30863,9755,0,13000,0,1200,26940,72039,73870,41600,34200,0,0,353153,1131880,0,1485033,0.237808183387171,3066.17708333333
Laurel,MD,Christ Reformed Presbyterian Church,Berdj Tchilinguirian,2023,76,22,1,0,4,0,0,0,4,2,0,1,0,2,5,34,45,40,55,No Grades Included Reported,0,326345,5803,0,0,332148,9510,341658,1230,0,0,0,770,0,0,2000,0,0,3219,0,0,0,0,3000,2749,0,0,7000,0,0,19968,230528,76989,327485,0.0609737850588577,4370.36842105263
Tuscaloosa,AL,Trinity Presbyterian Church,Richard Martin Vise Jr.,2023,488,127,12,0,42,0,0,1,0,53,0,1,6,19,18,216,100,130,290,P,64,2506070,11903,0,0,2517973,3163,2521136,2300,0,0,26300,0,0,0,24296,0,0,13617,0,0,0,0,1565,11517,0,0,50116,0,0,129711,1550412,1568782,3248905,0.0399245284180362,5159.78073770492
Beaverton,OR,Evergreen Presbyterian Church,Adam Parker,2023,150,25,2,0,5,13,0,1,1,5,1,0,0,5,8,78,69,0,126,No Grades Included Reported,301,531903,72112,0,2610,606625,18276,624901,0,0,0,9600,0,0,0,5400,0,0,1500,0,0,0,0,4400,20574,0,0,25981,24000,0,91455,405387,0,496842,0.184072602557755,4044.16666666667
Southlake,TX,Lakeside Presbyterian Church,Donald Friederichsen,2023,213,96,6,0,11,5,0,1,6,0,0,0,4,5,6,129,55,110,203,No Grades Included Reported,0,846468,20053,0,0,866521,5097,871618,0,0,8356,29271,774,0,0,4000,0,0,1350,0,0,0,0,1200,954,0,469,2400,0,0,48774,578382,122387,749543,0.0650716503255984,4068.17370892019
Washington,PA,Washington Presbyterian Church,Michael D. Bowen,2023,103,33,0,1,3,1,0,2,1,0,0,1,3,4,2,51,55,57,100,No Grades Included Reported,0,214026,100,31392,0,245518,0,245518,240,100,240,5300,100,100,0,100,0,0,1000,0,0,0,2200,2967,3716,0,1200,300,0,0,17563,173458,6601,197622,0.0888716843266438,2383.66990291262
Richmond,VA,West End Presbyterian Church,Steven T. Shelby,2023,685,175,23,2,15,13,0,3,11,96,0,3,7,17,22,400,165,195,615,P,60,2347080,133947,0,0,2481027,129521,2610548,0,0,0,25260,0,0,0,0,0,0,9250,0,0,0,0,164659,84903,0,46684,244643,0,0,575399,1867554,227788,2670741,0.215445451281124,3621.93722627737
Mt. Juliet,TN,Hickory Grove Presbyterian Church,Kenny Silva,2023,65,3,0,1,0,7,0,0,0,6,0,1,0,4,4,34,50,10,80,P,72,202065,149570,0,0,351635,3295,354930,297,84,711,12067,262,212,96,663,0,0,1600,0,0,0,0,117041,7892,0,0,7404,0,0,148329,142567,0,290896,0.509903883174743,5409.76923076923
Aledo,IL,Trinity Presbyterian Church,Daren S. Dietmeier,2023,154,39,1,1,5,0,0,1,0,0,0,1,1,4,5,91,80,40,111,No Grades Included Reported,0,222657,70124,0,726,293507,0,293507,418,184,1950,2039,436,436,266,1869,0,0,4000,0,3736,0,0,0,2000,22250,0,24000,0,3750,67334,195467,0,262801,0.256216681062857,1905.88961038961
Champaign,IL,Covenant Fellowship Church,Kevin J. Kim,2023,109,49,0,17,0,0,0,0,1,9,0,1,4,4,0,83,38,213,181,No Grades Included Reported,0,570367,0,0,0,570367,84108,654475,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,10600,0,0,0,13540,0,2400,28940,386198,0,415138,0.0697117584995833,5232.7247706422
Montgomery,AL,Young Meadows Presbyterian Church,Adam Coppock,2023,302,52,0,0,15,0,0,2,112,0,0,0,3,6,5,111,75,75,175,No Grades Included Reported,0,873931,2138,31536,29437,937042,4930,941972,661,289,3079,3220,689,689,421,2952,0,0,5000,0,0,0,0,23117,6000,18000,14400,43100,0,0,121617,796671,113973,1032261,0.11781613371037,3102.7880794702
Wichita,KS,Heartland Community Church,Jonathan Whitley,2023,303,99,15,9,2,9,0,1,9,25,0,1,7,9,8,143,70,165,317,No Grades Included Reported,0,1026745,57454,0,14126,1098325,129625,1227950,2190,1915,7119,8214,2690,2738,1095,4928,0,0,7069,0,0,0,0,28892,42084,62600,28508,48193,5765,9940,263940,982011,0,1245951,0.21183818625291,3624.83498349835
Kernersville,NC,Grace Presbyterian Church,Randall Kirk Edwards,2023,108,31,4,8,1,0,0,0,0,7,0,2,0,5,4,56,20,40,130,P,63,360392,25668,0,9550,395610,6262,401872,0,0,0,0,0,0,0,0,0,0,3060,0,0,0,0,5047,7845,28847,3030,11812,0,0,59641,293404,0,353045,0.168933138834993,3663.05555555556
Austin,TX,Redeemer Presbyterian Church,Eric Landry,2023,407,84,6,0,14,12,0,0,37,16,1,1,8,14,7,208,151,175,378,No Grades Included Reported,0,1885684,31465,29950,37452,1984551,102205,2086756,4500,0,1100,0,0,0,0,3000,0,500,12234,0,7200,0,0,39389,48156,0,500,37163,0,15000,168742,1748564,15749,1933055,0.0872929119968133,4876.04668304668
Bozeman,MT,Trinity Church PCA,Bryan B. Clark,2023,414,99,18,1,2,29,0,5,8,9,0,7,5,6,7,288,161,173,451,No Grades Included Reported,0,1399628,0,797052,0,2196680,0,2196680,5988,0,0,0,3450,0,0,20000,0,0,0,0,0,0,0,7000,20691,43004,0,15996,0,0,116129,1060079,5350103,6526311,0.0177939727358993,5305.99033816425
Bozeman,MT,Trinity Church PCA,Bryan B. Clark,2023,414,99,18,1,2,29,0,5,8,9,0,7,5,6,7,288,161,173,451,No Grades Included Reported,0,1399628,0,797052,0,2196680,0,2196680,5988,0,0,0,3450,0,0,20000,0,0,0,0,0,0,0,7000,20691,43004,0,15996,0,0,116129,1060079,5350103,6526311,0.0177939727358993,5305.99033816425
Centennial,CO,Skyview Presbyterian Church,Rick Vasquez,2023,127,36,2,0,7,3,0,0,4,2,0,0,3,2,3,63,60,80,150,No Grades Included Reported,0,479375,0,0,102950,582325,39233,621558,1034,905,3362,3879,1163,0,0,2327,0,0,0,0,2400,4800,0,0,42600,22200,5400,11300,0,0,101370,501638,0,603008,0.168107222458077,4585.23622047244
Tea,SD,Living Hope Community Church,Wayne W. Reed,2023,60,14,1,4,6,0,0,1,0,0,0,3,3,2,2,30,20,0,70,No Grades Included Reported,0,166100,60,0,0,166160,29,166189,2300,0,0,0,0,0,0,0,0,0,2491,0,0,0,0,4129,0,0,0,0,0,0,8920,153262,0,162182,0.0549999383408763,2769.33333333333
Vernon Hills,IL,Highland Korean Presbyterian Church,Jason Park,2023,119,30,6,14,0,0,0,0,0,1,0,0,2,2,5,62,30,70,90,No Grades Included Reported,0,269929,0,0,17832,287761,0,287761,0,0,0,0,0,0,0,0,0,0,1300,13081,1300,13200,0,0,0,0,0,0,0,0,28881,245845,0,274726,0.105126562465875,2418.15966386555
Fredericksburg,VA,New City Fellowship,Robert M. Becker,2023,204,37,0,0,0,5,0,2,1,20,0,0,3,8,9,83,55,80,170,No Grades Included Reported,0,562649,556,0,0,563205,107404,670609,1800,1700,200,400,0,0,0,1200,0,0,7400,0,0,0,0,2000,40820,8597,19260,43700,0,2721,129798,481864,79909,691571,0.187685718458408,2760.80882352941
Chandler,AZ,Desert Palms Church,Kelley Hand,2023,136,14,7,1,13,4,0,1,2,8,0,2,3,5,5,46,40,25,108,No Grades Included Reported,0,460133,1253,0,8861,470247,5,470252,613,0,0,0,0,0,0,0,0,0,7023,0,0,0,0,5828,1000,11700,3200,0,0,0,29364,415795,0,445159,0.0659629480702401,3457.69852941176
Santa Rosa,CA,Redeemer Presbyterian Church,Darrell Brooker,2023,119,3,2,3,3,7,0,5,2,7,0,2,1,5,4,71,0,70,120,No Grades Included Reported,0,517312,38000,0,0,555312,0,555312,500,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,3052,10706,13200,4200,16600,0,0,50058,350069,0,400127,0.125105279073894,4666.48739495798
Atlanta,GA,ChristChurch Presbyterian,No Pastor Reported,2023,356,137,13,0,0,3,0,1,23,6,0,1,6,12,9,181,131,0,265,No Grades Included Reported,0,2326063,11345,17320,0,2354728,39303,2394031,468,207,3785,62972,552,505,186,28034,0,2162,4250,0,0,0,0,0,19504,0,0,74940,0,2200,199765,1722370,499368,2421503,0.0824962843324993,6614.40449438202
Mason,OH,North Cincinnati Community Church,Matt May,2023,563,107,6,11,2,3,0,2,2,1,0,3,2,6,8,110,80,100,224,No Grades Included Reported,0,830282,60418,0,0,890700,2590,893290,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,7620,4595,0,0,57923,0,0,74138,847194,0,921332,0.080468278535859,1582.06039076377
Mount Pleasant,SC,Eastbridge Presbyterian Church,Daniel Cohee,2023,104,2,2,0,1,0,0,1,0,5,0,0,2,4,5,42,27,9,71,No Grades Included Reported,0,411396,75890,0,0,487286,54594,541880,10100,0,2200,24000,0,0,0,10250,0,0,4800,0,0,0,259,2700,7575,0,0,58951,0,1200,122035,365153,0,487188,0.250488517779584,4685.44230769231
Cheyenne,WY,Northwoods Presbyterian Church,Blake Denlinger,2023,83,27,2,0,3,12,0,1,2,2,0,0,4,3,2,49,0,0,95,No Grades Included Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Olive Branch,MS,Christ Presbyterian Church at Olive Branch,Logan Patrick Almy,2023,161,54,2,9,4,0,0,1,1,3,0,0,2,6,10,77,0,0,116,No Grades Included Reported,0,683034,0,0,0,683034,0,683034,0,0,0,0,0,0,0,0,0,17412,2111,0,0,0,0,30006,20221,35400,0,0,0,0,105150,582678,0,687828,0.152872520455695,4242.44720496894
Kemblesville,PA,Cornerstone Presbyterian Church,William Joseph Haines,2023,300,138,3,12,0,0,0,1,5,40,0,3,4,9,7,150,175,185,340,No Grades Included Reported,0,1250000,15000,125000,0,1390000,0,1390000,2900,750,500,0,0,500,0,0,0,0,3400,0,0,0,0,31000,25000,60000,15000,20000,0,0,159050,1250000,0,1409050,0.112877470636244,4633.33333333333
Omaha,NE,Harvest Community Church,Jacob Gerber,2023,175,47,3,0,0,27,0,0,1,5,1,1,10,6,5,0,0,0,0,No Grades Included Reported,0,514164,0,0,0,514164,0,514164,0,0,0,0,0,0,0,0,0,0,3700,0,3600,0,0,10424,1525,17000,4000,12654,0,4900,57803,311914,32950,402667,0.143550377855647,2938.08
Raleigh,NC,Redeemer Presbyterian Church,Dan S. Seale,2023,353,163,13,9,39,11,0,2,15,4,0,3,9,10,9,196,177,0,384,No Grades Included Reported,0,1332319,4621,143848,0,1480788,4253,1485041,1047,458,4875,5097,1091,1091,667,4674,0,0,16500,0,0,0,0,22400,0,66000,14000,0,44400,0,182300,832802,12495,1027597,0.177404176929283,4194.86685552408
Bradenton,FL,Cornerstone of Lakewood Ranch,Philip Woods,2023,249,63,3,9,16,7,0,0,4,12,0,1,6,2,4,80,58,100,263,No Grades Included Reported,0,1040555,0,27216,757457,1825228,199949,2025177,400,400,1250,1200,450,500,200,600,0,0,1569,0,0,0,0,5000,0,0,0,0,0,0,11569,0,0,11569,1.0,7330.23293172691
Dunnellon,FL,Springs Presbyterian Church,No Pastor Reported,2023,27,0,0,1,0,0,0,0,0,4,0,0,0,4,4,0,25,25,50,No Grades Included Reported,0,119438,0,0,0,119438,0,119438,0,0,0,0,0,0,0,0,0,480,500,0,0,0,0,1000,0,1440,0,5220,0,0,8640,134264,0,142904,0.0604601690645468,4423.62962962963
